Optimizing /h/ywang30/nofib/spectral/minimax
001100100101011011110110011110000101010111000110010111001101000010000011000100001110011001001010111011101101110001000010111110011000011011100110001,001100100101011011110110011110000101010111000110010111001101000010000011000100001110011001001010111011101101110001,00,001,001100100101011011,001100100 6417096.0
101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001000010111100010000011001100110001,101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001,10,101,101101100101011011,101101100 6417096.0
001101110101011001110110001110100110000110000100000110001101000100000011000100000110010001001010111011111100110001000010111100010000010001000110001,001101110101011001110110001110100110000110000100000110001101000100000011000100000110010001001010111011111100110001,00,001,001101110101011001,001101110 6417096.0
001101101101001010010110101110000101010111000110000110001101001110000101000100001110011001001010111011111101110001000010111110011000011010100110001,001101101101001010010110101110000101010111000110000110001101001110000101000100001110011001001010111011111101110001,00,001,001101101101001010,001101101 6417096.0
001101111101111001110110010110001101010100010001010110101101000110011001001101101110010000011000111010001100110001000110111010111100011010110110111,001101111101111001110110010110001101010100010001010110101101000110011001001101101110010000011000111010001100110001,00,001,001101111101111001,001101111 6417096.0
101101100101011001110110001110100101010110000100000111001111000100000011000100001110010001001010111011011101110001000010111100010000011001100110001,101101100101011001110110001110100101010110000100000111001111000100000011000100001110010001001010111011011101110001,10,101,101101100101011001,101101100 6417096.0
best: 0.9822274141585573
001101110101111001010110001110101111000100000100000110001101000100000011000100000110110001001010111011111100110001000110111100010000010010100110001,001101110101111001010110001110101111000100000100000110001101000100000011000100000110110001001010111011111100110001,00,001,001101110101111001,001101110 6417096.0
101101101101011010110110001110100101010110000100000110001101000100000011000100001110011001001010111011101101110001000010111100010000011001100110001,101101101101011010110110001110100101010110000100000110001101000100000011000100001110011001001010111011101101110001,10,101,101101101101011010,101101101 6417096.0
101101100101011001110110101110100101010110000110000111001101000100000011000100001110011001000010111011011101110001100010111100010000011000100110001,101101100101011001110110101110100101010110000110000111001101000100000011000100001110011001000010111011011101110001,10,101,101101100101011001,101101100 6417096.0
001101111101101000010110000110000101010111010010000110001101001110001101001101101110011000001010111011101101110001000010111010111100011010110110011,001101111101101000010110000110000101010111010010000110001101001110001101001101101110011000001010111011101101110001,00,001,001101111101101000,001101111 6417096.0
101101100101001010010110011110000101010110000100010111001101000010000011000100001110011001011010111011101101110001000010111110010000011011100110001,101101100101001010010110011110000101010110000100010111001101000010000011000100001110011001011010111011101101110001,10,101,101101100101001010,101101100 6417096.0
001001100101001011110110101110000101010110000110000010001101000100000011000100000110010001001010111111111100110001000010111100010000011010100110001,001001100101001011110110101110000101010110000110000010001101000100000011000100000110010001001010111111111100110001,00,001,001001100101001011,001001100 6418120.0
101101100101111001110110000110000101010101000110010111001101000100000011001100001110011001001010111011111100110001000010111110011000011001100110101,101101100101111001110110000110000101010101000110010111001101000100000011001100001110011001001010111011111100110001,10,101,101101100101111001,101101100 6417096.0
001101101101001010010110111110000101000111000100000110001101000100000111000100001110011001011010111011111101110001000010111110010000011011100110001,001101101101001010010110111110000101000111000100000110001101000100000111000100001110011001011010111011111101110001,00,001,001101101101001010,001101101 6417096.0
101101100101011010110110111110101101010111000010010111001101000100000011000100001110110001001010101011101101110001000010111100011000011000100110101,101101100101011010110110111110101101010111000010010111001101000100000011000100001110110001001010101011101101110001,10,101,101101100101011010,101101100 6417096.0
101001000101111000110110001110110111110110100100001111001011100100100011011100001111011000101011111000011100110101001010110100011100011001010110100,101001000101111000110110001110110111110110100100001111001011100100100011011100001111011000101011111000011100110101,10,101,101001000101111000,101001000 7.3197168e7
001101011000010001111100000110011101000101011101110110001101011111111001011100101111000000011000111010000100111001001110101010110001011000110110111,001101011000010001111100000110011101000101011101110110001101011111111001011100101111000000011000111010000100111001,00,001,001101011000010001,001101011 7.3158656e7
101101100100000001010110011110000101010010000010110011001100100100111011000100000101111001111011001101011100111101100000011100010101011001010011001,101101100100000001010110011110000101010010000010110011001100100100111011000100000101111001111011001101011100111101,10,101,101101100100000001,101101100 8.8997192e7
100001100101001010010101010110001100000010000100000111000101100000001111100000000100001000011110101001101111011001010000011000011100011011000110001,100001100101001010010101010110001100000010000100000111000101100000001111100000000100001000011110101001101111011001,10,100,100001100101001010,100001100 6417216.0
101101000011011101001101100101010101111100110100011110110001010000110000110100011001011100110010100010101010101010100000110100111000001010110000101,101101000011011101001101100101010101111100110100011110110001010000110000110100011001011100110010100010101010101010,10,101,101101000011011101,101101000 7.4609824e7
000001011001000011010100001110111011001010010101100111101111000000010011010111001100010001111000001001100001000110100011111100010000001011100010011,000001011001000011010100001110111011001010010101100111101111000000010011010111001100010001111000001001100001000110,00,000,000001011001000011,000001011 6556328.0
101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001000010111100011000011000100110001,101101100101011011110110101110100101010110000110000111001101000100000011000100001110010001000010101011111101110001,10,101,101101100101011011,101101100 6417096.0
001101101101011010110110001110000101010110000100000110001101000010000011000100001110011001001010111011101101110001000010111100011000010001000110001,001101101101011010110110001110000101010110000100000110001101000010000011000100001110011001001010111011101101110001,00,001,001101101101011010,001101101 6417096.0
101101100101001010010110011110000101000110000100000111001101000000000011000100001110011001011010111011101101110001100010111100010000011011100110001,101101100101001010010110011110000101000110000100000111001101000000000011000100001110011001011010111011101101110001,10,101,101101100101001010,101101100 6417096.0
101101100101011011110110100110001101010110000101010110101101000110011001001100001110010000001000111011111100110001000110111100111100011000100110001,101101100101011011110110100110001101010110000101010110101101000110011001001100001110010000001000111011111100110001,10,101,101101100101011011,101101100 6417096.0
001101111101111000010110010110001101010101000010010111001101000110000011001100001110110001001010111011101100110001000110111010011100011010100110101,001101111101111000010110010110001101010101000010010111001101000110000011001100001110110001001010111011101100110001,00,001,001101111101111000,001101111 6417096.0
101101100101011011110110001110000101010111000110000111001101000000000011000100001110011001000010111011111101110001000010111110011000011001100110001,101101100101011011110110001110000101010111000110000111001101000000000011000100001110011001000010111011111101110001,10,101,101101100101011011,101101100 6417096.0
101101100101011011110110101110100101010110000110000111001101000100000011000100001110011001000010111011111101110001100010111100010000011001100110001,101101100101011011110110101110100101010110000110000111001101000100000011000100001110011001000010111011111101110001,10,101,101101100101011011,101101100 6417096.0
best: 0.9822274141585573
done evolving!
"all is well:)"
>>>>>>>>>>>>>>FINISH OPTIMIZATION>>>>>>>>>>>>>>>
1234.32user 730.19system 49:59.97elapsed 65%CPU (0avgtext+0avgdata 135560maxresident)k
1033392inputs+1618048outputs (548major+103048207minor)pagefaults 0swaps
