Optimizing /h/ywang30/nofib/spectral/boyer2
0101011010010111101110110010110101101110011100011001101110,0101011010010111101110110010110101101110011100011001101110100111001110001000110010111011100001110000001001110010010110,0101011010010111101110110010110101,01010110100101111011101100101101011011100111000110011011101001110011100010001100101110,0 3834288.0
1100000000110111010100000110011000111010101000001011110011,1100000000110111010100000110011000111010101000001011110011110011100110111100011000110111110001110100011010010001111010,1100000000110111010100000110011000,11000000001101110101000001100110001110101010000010111100111100111001101111000110001101,1 4588056.0
1100000000110101110110000101100000010010001100000011001111,1100000000110101110110000101100000010010001100000011001111000011111110010011101000010111100101110000110011101111011011,1100000000110101110110000101100000,11000000001101011101100001011000000100100011000000110011110000111111100100111010000101,1 5513816.0
1100001010011110000110111011111110010111011011000010111100,1100001010011110000110111011111110010111011011000010111100101001100011100001111010111111100000101000100010010111111011,1100001010011110000110111011111110,11000010100111100001101110111111100101110110110000101111001010011000111000011110101111,1 5160168.0
1010001110111111100101101111100000110000101100000001101010,1010001110111111100101101111100000110000101100000001101010001010100110010001001000111110100011111000000000110011011000,1010001110111111100101101111100000,10100011101111111001011011111000001100001011000000011010100010101001100100010010001111,1 3602000.0
1111010000011111100101001110110000110011100010001000101111,1111010000011111100101001110110000110011100010001000101111110111001010000010111001000110100011011010000000110111010100,1111010000011111100101001110110000,11110100000111111001010011101100001100111000100010001011111101110010100000101110010001,1 2952392.0
1101001000111111100110010001111000110010000000001001101110,1101001000111111100110010001111000110010000000001001101110110111001010000000101010110111100001111000000001110111011010,1101001000111111100110010001111000,11010010001111111001100100011110001100100000000010011011101101110010100000001010101101,1 2956744.0
1100000000111111100101001110110000110010101000001001101111,1100000000111111100101001110110000110010101000001001101111111111101010000000011001000110100011111010000001110111011100,1100000000111111100101001110110000,11000000001111111001010011101100001100101010000010011011111111111010100000000110010001,1 2971248.0
1101011000101111100101000001010000110011100010001001101111,1101011000101111100101000001010000110011100010001001101111011111001010000000101000000111100011111000000001110111011100,1101011000101111100101000001010000,11010110001011111001010000010100001100111000100010011011110111110010100000001010000001,1 2971256.0
1101001000101111100100001100110000110010101000001001101111,1101001000101111100100001100110000110010101000001001101111011111101010000000011000110110100001111010000001100111011110,1101001000101111100100001100110000,11010010001011111001000011001100001100101010000010011011110111111010100000000110001101,1 2973800.0
1101001000101111100110000001110000110010000000001001101110,1101001000101111100110000001110000110010000000001001101110001111001010000000101000110111100001111000000001100111011010,1101001000101111100110000001110000,11010010001011111001100000011100001100100000000010011011100011110010100000001010001101,1 2980080.0
1100001000111111100110000001110100110010001000001001111110,1100001000111111100110000001110100110010001000001001111110101111101010000000001000010111100001111000000011110111011010,1100001000111111100110000001110100,11000010001111111001100000011101001100100010000010011111101011111010100000000010000101,1 2980104.0
best: 0.799549798405879
1101010000011111100101001000010000110011100010001001101111,1101010000011111100101001000010000110011100010001001101111010111001010000000111001000110100011111010000000110111010100,1101010000011111100101001000010000,11010100000111111001010010000100001100111000100010011011110101110010100000001110010001,1 2952424.0
1101011000111111100101001011110000110011100000001000101111,1101011000111111100101001011110000110011100000001000101111100111001010000010001010000111100010111010000001110111011100,1101011000111111100101001011110000,11010110001111111001010010111100001100111000000010001011111001110010100000100010100001,1 2960448.0
1101011000101111100101000011010000110011100010001001101111,1101011000101111100101000011010000110011100010001001101111010111001010000010101001000110100011111000000001110111011100,1101011000101111100101000011010000,11010110001011111001010000110100001100111000100010011011110101110010100000101010010001,1 2954168.0
1100000000111011100110100000110000110010001000001001101111,1100000000111011100110100000110000110010001000001001101111111111101010010000101000110111100001111000000001110110011011,1100000000111011100110100000110000,11000000001110111001101000001100001100100010000010011011111111111010100100001010001101,1 2973824.0
1101001000111111100110010001111000110010000000001001101110,1101001000111111100110010001111000110010000000001001101110110111001010000000101010110110100001111000000001110111011010,1101001000111111100110010001111000,11010010001111111001100100011110001100100000000010011011101101110010100000001010101101,1 2956744.0
1100001000001111100100001100110000110011101000001000101111,1100001000001111100100001100110000110011101000001000101111011111001010000000011000110110100001011011000001110111011111,1100001000001111100100001100110000,11000010000011111001000011001100001100111010000010001011110111110010100000000110001101,1 2973824.0
1100001000111011100110100001110000110010001000001000101111,1100001000111011100110100001110000110010001000001000101111111111001010000000111010100110000011111010000001110110011100,1100001000111011100110100001110000,11000010001110111001101000011100001100100010000010001011111111110010100000001110101001,1 2971280.0
1101001000101111100100001100110000110010101000001001101111,1101001000101111100100001100110000110010101000001001101111011111101010000000011000110110100001111010000001100111011110,1101001000101111100100001100110000,11010010001011111001000011001100001100101010000010011011110111111010100000000110001101,1 2973800.0
1100000000001111100110100000110100110010000000001001101111,1100000000001111100110100000110100110010000000001001101111111111001010010000101011110110000010111000000001100111011010,1100000000001111100110100000110100,11000000000011111001101000001101001100100000000010011011111111110010100100001010111101,1 2971280.0
1101000000110111110110000001110000011010000000001011111111,1101000000110111110110000001110000011010000000001011111111100111100010000110001000000101111001101000110011100110011000,1101000000110111110110000001110000,11010000001101111101100000011100000110100000000010111111111001111000100001100010000001,1 3437728.0
1100001001100001100100000100110000110110011011000001100111,1100001001100001100100000100110000110110011011000001100111111001110010010100001011100010000010111010000011110100011001,1100001001100001100100000100110000,11000010011000011001000001001100001101100110110000011001111110011100100101000010111000,1 4234264.0
1101000000111001001100100110111000110011101001000100101111,1101000000111001001100100110111000110011101001000100101111100111100100000000011011001110001111100111101001000100010100,1101000000111001001100100110111000,11010000001110010011001001101110001100111010010001001011111001111001000000000110110011,1 3585296.0
1110011000101111100101110011010010100010100010001001101101,1110011000101111100101110011010010100010100010001001101101010111001001001001101010100011110010111100100001011101010000,1110011000101111100101110011010010,11100110001011111001011100110100101000101000100010011011010101110010010010011010101000,1 3479328.0
1100001001011110011010111100100100110000000100001101101100,1100001001011110011010111100100100110000000100001101101100110110101010000000011101000110101001110010000111100111001010,1100001001011110011010111100100100,11000010010111100110101111001001001100000001000011011011001101101010100000000111010001,1 3471936.0
0110001111111101110110010101110111010001100100010001100110,0110001111111101110110010101110111010001100100010001100110010111101110000100011011010100001001010100100010011010100000,0110001111111101110110010101110111,01100011111111011101100101011101110100011001000100011001100101111011100001000110110101,0 3256792.0
1111010000011111100101001110110000110011100010001000101111,1111010000011111100101001110110000110011100010001000101111110111001010000010111001000110100011011010000000110111010100,1111010000011111100101001110110000,11110100000111111001010011101100001100111000100010001011111101110010100000101110010001,1 2952392.0
1101001000001111100110000001110100110010000010001001111110,1101001000001111100110000001110100110010000010001001111110110111001010000000101010010110000001111000000011100111010010,1101001000001111100110000001110100,11010010000011111001100000011101001100100000100010011111101101110010100000001010100101,1 2954968.0
1101001000111111100110010001111000110010000000001001101110,1101001000111111100110010001111000110010000000001001101110110111001010000000101010110111100001111000000001110111011010,1101001000111111100110010001111000,11010010001111111001100100011110001100100000000010011011101101110010100000001010101101,1 2956744.0
1101010000111111100110000001110000110010000000001000101111,1101010000111111100110000001110000110010000000001000101111100111101010010000001010110111100010111010000011110111010000,1101010000111111100110000001110000,11010100001111111001100000011100001100100000000010001011111001111010100100000010101101,1 2958704.0
1101011000101111100101001011110000110011100010001000101111,1101011000101111100101001011110000110011100010001000101111011111001010000010111000000110100011111010000001110111011100,1101011000101111100101001011110000,11010110001011111001010010111100001100111000100010001011110111110010100000101110000001,1 2971224.0
1100000000111111100101001110110000110010101000001001101111,1100000000111111100101001110110000110010101000001001101111111111101010000000011001000110100011111010000001110111011100,1100000000111111100101001110110000,11000000001111111001010011101100001100101010000010011011111111111010100000000110010001,1 2971248.0
1101011000101111100101000001010000110011100010001001101111,1101011000101111100101000001010000110011100010001001101111011111001010000000101000000111100011111000000001110111011100,1101011000101111100101000001010000,11010110001011111001010000010100001100111000100010011011110111110010100000001010000001,1 2971256.0
best: 0.799549798405879
done evolving!
"all is well:)"
>>>>>>>>>>>>>>FINISH OPTIMIZATION>>>>>>>>>>>>>>>
1226.25user 699.11system 49:05.15elapsed 65%CPU (0avgtext+0avgdata 107368maxresident)k
1044512inputs+1756624outputs (476major+95982624minor)pagefaults 0swaps
